Psalm A,Psalm B,Contiguous Phrase Matches,Skipgram Matches,Root Matches,Final Score
50,113,1,0,5,73.96
54,67,1,0,3,73.94
2,82,1,0,4,73.92
29,90,0,0,6,73.89
27,134,2,1,2,73.87
64,71,0,0,8,73.87
96,122,0,2,4,73.87
16,137,0,0,6,73.87
25,120,1,0,4,73.86
32,136,0,0,8,73.85
99,143,1,1,6,73.84
32,99,0,0,5,73.84
11,99,0,1,3,73.83
49,121,0,0,7,73.83
13,149,0,0,3,73.81
3,127,0,1,5,73.79
83,120,0,0,4,73.77
26,70,0,0,4,73.77
11,15,0,0,4,73.77
74,150,0,0,4,73.77
56,95,1,0,8,73.76
27,65,1,0,7,73.75
103,118,0,3,10,73.72
3,115,0,1,7,73.71
39,108,1,0,6,73.7
30,36,0,1,4,73.67
47,128,0,1,3,73.67
2,32,0,0,6,73.66
79,91,0,1,7,73.64
6,115,0,0,5,73.63
58,102,0,1,6,73.61
37,131,2,4,2,73.6
67,104,0,3,5,73.58
46,111,0,0,6,73.57
6,89,1,0,10,73.56
133,138,0,1,4,73.53
28,97,0,0,6,73.51
20,36,0,0,6,73.5
129,138,0,0,3,73.49
21,99,1,0,4,73.45
67,113,0,0,4,73.43
38,96,0,0,8,73.41
62,108,1,1,6,73.41
127,140,0,0,5,73.4
8,62,2,1,3,73.39
76,129,0,0,4,73.36
24,82,0,1,4,73.36
16,80,0,0,7,73.35
28,107,1,0,10,73.34
77,127,0,0,6,73.31
39,67,0,0,6,73.3
50,149,0,1,6,73.29
59,70,0,0,5,73.28
13,117,0,0,3,73.27
24,39,0,0,7,73.27
93,103,1,1,4,73.25
21,128,0,1,3,73.23
41,76,1,0,7,73.21
6,81,0,1,5,73.2
87,143,0,0,6,73.2
15,61,1,0,4,73.18
107,141,1,0,9,73.17
85,128,0,1,3,73.16
56,72,2,0,8,73.13
82,111,0,0,4,73.13
29,76,0,0,5,73.06
4,47,0,0,5,73.02
6,82,1,0,3,72.99
54,123,0,0,3,72.98
82,148,1,0,3,72.96
47,49,2,0,4,72.96
57,87,0,0,4,72.94
1,11,0,3,1,72.94
13,50,0,0,7,72.88
53,96,0,0,7,72.87
29,91,0,0,6,72.84
142,145,0,0,7,72.82
2,20,0,0,4,72.81
87,119,1,0,11,72.8
8,59,0,0,6,72.75
12,124,0,0,5,72.68
9,58,0,1,7,72.68
11,148,0,2,3,72.67
55,100,0,0,7,72.66
24,52,0,0,6,72.66
29,42,0,1,5,72.64
42,76,0,1,4,72.63
62,121,0,0,5,72.59
37,136,0,4,7,72.58
67,83,0,0,6,72.56
12,122,0,0,5,72.55
15,25,1,1,5,72.54
20,37,1,0,6,72.53
8,94,1,1,4,72.52
56,136,1,0,7,72.51
136,149,0,0,6,72.5
51,52,0,0,9,72.48
25,28,2,0,6,72.48
58,59,1,1,4,72.47
4,44,1,1,7,72.47
58,149,0,0,4,72.46
67,135,0,0,6,72.43
104,126,1,0,6,72.42
99,139,0,0,7,72.42
32,131,0,0,5,72.38
85,105,1,3,7,72.35
37,113,0,1,7,72.33
48,142,0,0,5,72.33
72,94,1,3,7,72.29
55,120,0,1,5,72.27
62,114,0,0,4,72.25
95,110,0,1,3,72.25
16,108,0,1,4,72.24
45,107,1,0,12,72.24
71,120,0,0,5,72.22
30,94,1,1,5,72.22
112,117,2,0,1,72.21
95,130,0,0,5,72.2
28,146,0,1,5,72.19
92,128,0,0,4,72.19
110,123,0,1,2,72.18
5,128,0,1,3,72.12
76,116,0,0,5,72.06
10,137,0,0,6,72.04
113,144,0,1,5,72.04
101,145,2,2,5,72.01
51,140,2,0,6,71.99
108,134,0,0,3,71.99
102,111,2,0,6,71.98
70,77,0,0,5,71.98
47,55,0,0,8,71.94
112,121,0,0,5,71.94
6,126,1,0,1,71.93
44,125,1,0,5,71.91
24,91,1,0,5,71.9
3,75,0,0,5,71.9
131,133,1,0,1,71.89
15,98,0,0,5,71.89
11,131,0,0,4,71.87
56,67,0,0,5,71.87
65,120,0,0,4,71.87
88,134,0,0,3,71.86
57,118,0,1,7,71.86
11,121,0,1,3,71.85
37,60,0,0,9,71.85
10,72,0,2,8,71.84
3,48,0,0,6,71.83
49,127,0,0,6,71.8
82,90,1,0,5,71.79
7,126,0,0,4,71.78
40,113,1,0,5,71.76
117,146,3,0,0,71.75
8,83,0,1,6,71.75
88,93,0,0,3,71.75
105,130,0,0,9,71.74
10,57,1,1,5,71.72
13,75,0,0,4,71.71
108,116,0,0,5,71.69
63,118,2,1,5,71.69
27,146,0,0,7,71.68
72,123,1,0,5,71.67
25,148,2,1,5,71.65
71,150,0,0,3,71.64
6,47,1,0,4,71.62
53,68,1,1,9,71.59
124,149,0,0,4,71.59
11,137,0,0,3,71.58
73,93,0,0,4,71.57
8,101,0,0,5,71.56
99,113,1,0,4,71.56
8,49,0,0,6,71.56
8,71,0,0,6,71.55
63,134,0,0,3,71.54
75,86,0,1,4,71.52
58,128,0,0,4,71.51
38,108,1,0,6,71.49
87,126,0,1,3,71.49
34,93,0,0,4,71.48
108,132,0,0,5,71.48
83,116,0,0,8,71.47
8,108,2,0,3,71.45
52,76,0,0,6,71.45
8,134,0,0,3,71.44
135,141,0,0,8,71.43
137,145,0,0,9,71.4
98,142,0,0,5,71.38
57,63,0,2,4,71.37
73,97,0,0,7,71.34
27,57,1,2,6,71.33
43,57,0,0,4,71.31
54,100,1,0,3,71.31
49,148,0,0,8,71.3
12,27,1,2,4,71.3
87,114,0,0,3,71.24
57,100,1,1,2,71.24
47,139,0,0,7,71.24
39,57,0,0,7,71.22
44,123,0,0,4,71.21
111,137,0,0,5,71.18
41,111,0,0,5,71.16
95,127,0,0,5,71.14
1,64,0,0,4,71.13
45,123,0,0,3,71.13
52,87,0,1,3,71.11
47,137,0,1,5,71.08
72,76,1,1,4,71.07
57,130,0,1,4,71.04
41,97,0,1,5,71.03
37,110,0,1,8,71.0
101,137,0,0,5,70.96
4,133,0,1,3,70.93
74,116,0,0,9,70.92
3,94,0,0,9,70.92
42,72,1,2,7,70.88
84,137,0,0,7,70.88
1,128,0,0,3,70.87
11,115,1,0,5,70.86
14,65,0,0,5,70.86
6,137,0,0,4,70.83
30,137,0,0,4,70.83
84,94,2,2,7,70.8
38,99,2,1,4,70.8
95,140,0,0,6,70.77
77,126,0,0,5,70.76
70,138,0,0,4,70.76
52,126,0,0,3,70.75
116,144,0,0,8,70.74
93,107,1,0,4,70.74
14,110,0,0,4,70.73
2,12,0,0,7,70.72
43,144,0,0,3,70.71
70,116,0,0,4,70.68
77,117,0,0,4,70.67
99,123,3,0,1,70.67
86,124,1,0,5,70.63
24,150,0,0,3,70.62
74,122,0,0,5,70.61
59,121,1,2,3,70.61
13,134,0,0,2,70.6
13,115,0,0,6,70.57
87,115,0,0,6,70.57
12,131,0,0,4,70.56
84,120,0,0,4,70.56
65,91,0,0,5,70.55
121,126,2,0,2,70.54
10,14,1,0,6,70.51
134,143,0,0,4,70.48
18,87,0,0,9,70.47
126,132,1,0,4,70.46
101,106,0,2,8,70.46
126,145,1,0,4,70.44
88,122,1,0,4,70.43
123,139,0,0,5,70.42
23,135,1,0,4,70.39
4,7,0,1,6,70.37
27,70,0,0,5,70.35
58,71,0,0,7,70.32
85,125,0,1,4,70.3
15,97,0,0,4,70.3
76,127,0,0,3,70.3
32,123,0,1,4,70.28
8,52,0,1,5,70.24
99,136,0,0,7,70.24
70,91,1,0,3,70.23
6,16,0,2,4,70.23
31,117,1,1,2,70.18
9,117,1,1,3,70.16
17,149,0,0,4,70.14
107,138,0,1,9,70.12
50,67,1,0,6,70.12
67,73,0,1,3,70.1
114,124,0,0,3,70.09
34,150,1,0,3,70.08
62,120,0,0,5,70.03
29,30,0,2,4,70.02
59,148,1,0,6,70.0
63,94,0,0,6,69.99
30,70,0,0,4,69.98
29,71,0,1,6,69.97
70,80,0,0,3,69.94
35,101,1,3,6,69.94
115,117,2,0,1,69.91
28,42,0,1,6,69.9
65,150,0,0,3,69.88
20,121,0,0,3,69.88
12,29,1,0,5,69.88
42,47,3,1,3,69.88
60,141,0,0,7,69.85
64,146,0,1,5,69.85
100,114,0,0,2,69.79
4,108,1,0,4,69.78
29,36,0,0,6,69.77
92,137,0,0,7,69.75
25,113,2,1,4,69.74
17,99,1,4,2,69.74
61,128,0,0,3,69.73
33,128,1,0,4,69.73
26,134,1,1,2,69.72
53,116,0,0,6,69.72
126,147,1,2,2,69.69
134,144,1,1,2,69.69
64,72,0,0,7,69.65
78,131,0,2,6,69.64
109,125,0,1,6,69.64
12,81,1,0,5,69.63
13,136,1,0,5,69.61
134,137,0,0,3,69.57
15,42,0,0,3,69.54
23,98,0,0,5,69.53
95,128,0,0,4,69.53
47,54,0,0,4,69.49
48,117,0,0,3,69.49
31,128,1,2,3,69.48
108,125,0,0,3,69.45
63,140,2,0,4,69.44
42,58,0,0,6,69.41
42,145,0,0,8,69.41
72,120,0,0,5,69.36
23,96,0,0,6,69.34
43,141,1,1,3,69.33
13,71,1,1,5,69.32
41,137,0,0,8,69.32
97,118,0,0,7,69.29
8,72,0,0,6,69.27
72,101,0,0,7,69.25
122,136,0,0,6,69.24
58,66,3,0,5,69.24
119,149,1,0,11,69.19
64,116,1,0,5,69.18
30,125,1,0,3,69.18
8,122,0,0,4,69.17
87,98,1,0,3,69.13
67,99,0,1,3,69.1
112,149,1,0,2,69.08
86,101,0,0,7,69.08
61,97,1,0,4,69.08
25,125,1,0,5,69.07
73,124,0,0,6,69.05
85,124,0,2,3,69.0
4,128,0,0,3,69.0
8,87,0,0,4,68.98
26,124,1,1,3,68.97
46,122,0,0,4,68.97
101,149,0,0,4,68.93
53,110,0,0,4,68.92
115,120,0,0,4,68.91
60,101,0,0,6,68.89
140,148,0,0,8,68.87
138,149,0,0,4,68.86
129,149,0,0,3,68.85
4,46,1,0,5,68.81
35,47,0,0,6,68.8
54,65,1,0,4,68.78
67,79,0,1,5,68.77
1,21,0,0,3,68.74
118,120,1,0,4,68.72
96,109,0,1,9,68.71
52,95,0,1,5,68.67
10,117,0,0,3,68.66
29,103,1,1,7,68.66
67,91,0,0,4,68.64
19,124,0,0,6,68.63
136,137,0,0,6,68.62
38,148,0,0,7,68.62
52,131,0,0,4,68.59
23,113,0,0,3,68.57
44,131,0,2,4,68.57
13,129,0,0,3,68.56
132,149,0,1,5,68.55
27,29,1,0,6,68.52
87,121,0,1,2,68.52
1,118,0,1,4,68.49
87,125,0,0,3,68.47
70,89,0,0,7,68.4
54,113,1,0,3,68.37
49,128,0,1,4,68.36
28,63,0,0,6,68.35
5,117,0,0,3,68.32
43,96,0,0,5,68.31
70,72,0,1,4,68.3
103,120,0,0,4,68.3
54,150,0,0,2,68.28
42,122,0,0,5,68.28
4,100,0,0,3,68.27
32,134,0,0,3,68.24
2,144,0,1,6,68.22
108,133,0,0,4,68.21
95,141,1,0,5,68.2
103,140,0,0,9,68.19
29,86,0,1,7,68.18
67,95,0,0,4,68.16
34,67,0,0,5,68.14
32,63,1,1,5,68.14
64,79,0,0,7,68.12
6,110,0,0,5,68.12
59,99,1,0,6,68.08
130,144,0,0,6,68.08
87,104,0,0,5,68.05
76,92,0,0,7,68.03
120,145,0,1,4,68.01
61,98,0,0,4,67.99
95,134,0,1,1,67.96
32,87,0,0,3,67.96
24,101,1,1,3,67.95
109,114,0,0,5,67.94
64,82,0,0,4,67.92
84,99,1,0,4,67.91
47,118,1,1,3,67.89
67,97,0,0,3,67.87
83,145,1,0,9,67.86
19,87,0,0,5,67.85
106,131,0,2,3,67.83
16,67,0,0,5,67.82
6,37,0,0,7,67.82
120,122,1,0,2,67.8
123,143,1,0,4,67.75
12,75,0,0,5,67.75
6,131,0,0,4,67.71
55,148,0,0,10,67.69
67,132,1,0,4,67.66
97,115,0,0,6,67.64
51,124,0,0,4,67.6
95,113,1,0,4,67.6
75,142,0,0,4,67.59
48,91,0,0,6,67.58
57,107,1,2,6,67.56
24,121,0,1,3,67.5
8,63,1,0,4,67.47
86,93,0,1,4,67.46
23,32,1,0,5,67.45
109,128,0,0,6,67.44
81,142,0,0,5,67.44
129,146,0,0,4,67.44
13,146,1,0,4,67.42
47,119,1,1,12,67.42
3,137,0,0,6,67.41
17,85,0,0,6,67.37
61,114,0,0,3,67.36
11,22,0,0,8,67.36
57,137,0,0,4,67.35
11,65,0,0,5,67.33
40,128,0,1,4,67.3
81,111,0,0,7,67.29
43,122,0,0,3,67.29
109,117,1,1,2,67.29
116,128,0,1,3,67.28
90,142,0,0,5,67.27
87,141,0,0,4,67.22
37,46,0,1,6,67.22
116,137,0,0,5,67.22
44,128,1,0,4,67.17
122,134,1,0,1,67.16
62,124,0,0,6,67.15
72,81,1,0,9,67.14
45,56,1,0,7,67.11
1,19,0,0,4,67.08
14,29,0,0,7,67.07
24,64,0,0,6,67.06
10,130,0,0,5,67.05
71,123,1,1,4,67.05
24,123,0,0,3,67.04
59,126,0,0,5,67.01
133,149,0,0,3,67.01
28,75,1,1,4,67.0
82,149,0,0,3,66.99
17,24,1,0,6,66.98
28,48,1,0,5,66.97
93,118,0,0,5,66.97
32,122,0,0,5,66.96
116,125,1,1,3,66.95
26,110,0,0,4,66.94
10,99,2,0,5,66.93
14,17,0,0,6,66.9
38,137,0,0,8,66.9
84,130,0,1,3,66.89
53,131,0,0,4,66.89
36,93,0,0,2,66.88
44,126,0,0,4,66.88
43,125,0,1,2,66.86
84,121,0,0,5,66.85
27,58,0,0,6,66.85
6,72,0,0,7,66.85
63,130,0,1,4,66.82
86,127,1,0,5,66.81
42,111,0,0,5,66.8
123,137,0,0,4,66.79
60,104,0,0,8,66.79
41,114,0,0,3,66.78
109,137,1,0,8,66.77
119,128,2,2,7,66.75
98,148,2,1,4,66.73
101,116,0,1,5,66.72
6,52,0,0,5,66.72
46,128,0,3,2,66.72
60,113,0,0,5,66.72
79,93,0,0,4,66.68
87,129,0,0,3,66.66
54,75,0,1,4,66.66
28,150,0,0,3,66.65
87,112,0,0,3,66.65
67,89,1,0,8,66.64
6,11,0,0,5,66.62
56,99,2,0,4,66.61
112,124,0,0,3,66.61
67,110,0,0,3,66.58
37,67,0,0,6,66.52
108,136,0,2,5,66.52
8,18,1,0,10,66.5
104,123,1,0,6,66.47
133,145,1,1,4,66.46
112,144,0,0,6,66.45
68,134,0,0,5,66.42
58,138,0,0,5,66.41
69,134,1,0,4,66.38
62,111,0,0,5,66.38
89,123,1,0,7,66.36
27,117,1,0,3,66.35
120,136,0,0,5,66.34
47,138,2,2,2,66.33
63,116,0,0,5,66.33
91,92,0,0,7,66.31
75,122,0,1,4,66.29
78,126,0,1,8,66.29
30,58,0,0,4,66.29
92,107,1,0,9,66.26
8,129,0,0,2,66.24
27,115,1,0,8,66.24
21,117,0,1,3,66.21
66,117,0,0,4,66.2
32,130,0,1,4,66.18
20,143,2,0,4,66.13
67,84,0,1,5,66.11
30,135,0,1,6,66.11
51,87,0,0,5,66.07
94,129,1,1,5,66.06
93,149,0,0,2,66.01
56,103,0,2,8,65.99
47,130,0,1,4,65.98
12,102,0,0,8,65.98
72,137,0,0,7,65.93
102,120,0,1,4,65.91
128,148,0,0,4,65.91
37,127,2,1,5,65.9
12,33,1,0,7,65.88
112,116,1,1,4,65.86
19,118,0,0,8,65.81
99,107,1,0,8,65.78
43,99,0,0,4,65.78
108,112,1,0,4,65.77
43,75,0,0,4,65.77
23,29,1,0,2,65.77
56,81,1,0,8,65.76
40,91,1,0,8,65.74
1,138,0,0,4,65.73
1,44,0,0,7,65.73
93,150,0,0,2,65.72
20,120,0,0,3,65.71
76,118,0,0,7,65.69
20,108,1,0,3,65.69
28,43,0,2,3,65.67
93,132,0,0,3,65.66
48,93,0,2,2,65.65
3,70,0,0,4,65.58
111,127,0,0,3,65.58
17,148,0,0,6,65.57
26,57,0,0,6,65.54
2,58,1,0,5,65.51
13,93,0,0,2,65.44
54,98,1,0,3,65.39
16,33,1,1,7,65.38
13,39,1,0,4,65.38
8,54,0,0,5,65.36
29,53,0,0,7,65.35
131,132,1,0,4,65.35
51,134,0,0,4,65.32
112,126,0,0,3,65.31
126,130,1,0,3,65.29
122,141,0,0,5,65.26
23,54,0,0,5,65.2
19,29,1,0,5,65.2
17,53,0,0,6,65.19
34,123,0,0,5,65.15
105,134,0,3,3,65.15
56,114,0,0,3,65.15
94,131,1,1,3,65.1
121,144,0,1,4,65.1
30,134,0,1,2,65.1
67,134,0,1,2,65.07
47,115,0,0,7,65.04
63,76,0,0,5,65.02
69,117,0,1,4,65.02
5,42,1,0,6,65.0
3,52,0,0,5,64.98
118,125,0,0,6,64.98
75,79,1,1,5,64.98
75,143,1,0,5,64.95
32,95,0,0,7,64.92
66,146,0,0,8,64.92
3,113,0,1,4,64.92
24,130,0,0,4,64.91
12,87,0,0,4,64.86
103,114,0,0,4,64.82
50,57,1,2,5,64.81
39,47,0,0,6,64.81
2,92,0,0,4,64.81
8,55,1,0,6,64.75
1,53,0,0,4,64.74
11,61,0,0,4,64.71
13,113,0,1,3,64.69
16,29,1,0,5,64.66
41,91,0,0,7,64.66
106,129,0,0,8,64.57
104,117,4,1,0,64.55
6,32,0,1,5,64.53
90,137,0,0,5,64.51
6,107,0,0,8,64.51
61,136,0,0,6,64.5
96,143,1,1,5,64.5
49,150,0,0,3,64.49
103,149,0,1,4,64.46
14,114,0,0,3,64.46
64,70,0,0,4,64.45
3,58,0,0,6,64.44
86,149,0,0,5,64.43
102,128,2,2,2,64.4
75,131,0,1,2,64.4
115,136,1,1,8,64.36
120,131,2,0,1,64.31
103,123,0,0,5,64.29
52,72,1,0,7,64.26
16,107,1,1,7,64.23
42,93,0,0,3,64.22
47,101,0,0,5,64.15
11,60,0,0,5,64.11
91,128,0,0,3,64.08
83,149,0,0,6,64.05
47,112,0,0,5,64.04
44,120,0,0,5,64.03
17,47,0,0,5,64.0
11,127,0,0,3,63.98
94,118,1,0,9,63.96
48,113,1,0,4,63.96
19,110,0,0,6,63.88
140,149,0,1,4,63.87
54,97,0,0,4,63.85
8,32,0,0,5,63.77
13,145,0,0,6,63.77
66,150,0,0,3,63.76
11,42,0,0,6,63.75
1,141,0,1,3,63.73
86,117,2,0,2,63.73
76,101,0,1,4,63.69
82,108,0,1,4,63.67
41,96,0,0,8,63.67
76,142,0,0,5,63.61
27,93,0,0,3,63.6
8,61,1,1,3,63.57
57,125,0,0,2,63.53
16,123,0,0,3,63.53
27,48,0,0,6,63.53
1,16,0,0,5,63.51
60,115,0,0,8,63.51
46,118,2,0,5,63.43
21,54,0,0,5,63.36
72,114,0,0,5,63.35
98,117,0,0,3,63.32
29,109,0,1,8,63.31
71,87,0,0,5,63.26
39,111,0,0,6,63.21
133,142,0,0,4,63.19
31,114,0,0,5,63.19
16,24,0,1,5,63.18
102,150,1,0,3,63.18
47,72,2,2,4,63.16
22,93,0,0,4,63.14
114,146,0,0,2,63.11
78,133,1,1,5,63.08
122,123,2,0,1,63.07
28,87,0,0,4,63.06
59,125,1,0,5,63.05
25,42,4,2,3,63.05
106,150,1,0,3,63.04
28,149,0,1,4,62.99
29,81,0,0,7,62.99
85,122,0,1,3,62.95
52,113,0,0,4,62.92
14,43,0,0,3,62.9
67,106,0,1,6,62.89
29,50,0,0,7,62.86
10,53,1,0,6,62.86
86,131,0,1,4,62.85
80,97,0,1,4,62.83
19,133,0,0,4,62.83
39,134,0,0,3,62.82
37,126,0,0,6,62.79
28,128,1,0,2,62.76
84,150,0,0,3,62.76
52,149,0,0,4,62.75
42,123,0,0,4,62.69
25,58,0,0,6,62.65
11,56,0,0,6,62.64
66,136,0,1,9,62.62
70,118,1,0,4,62.62
51,150,0,0,2,62.6
54,95,0,0,5,62.59
8,39,1,1,4,62.58
10,123,1,0,4,62.56
1,27,1,1,4,62.54
52,104,1,1,6,62.53
98,124,0,1,3,62.48
47,126,0,0,3,62.48
67,124,0,0,3,62.47
114,148,0,1,3,62.44
79,133,0,1,4,62.44
24,129,0,1,3,62.4
56,138,2,0,5,62.4
6,125,1,0,2,62.4
56,129,0,0,4,62.37
79,142,1,0,5,62.35
72,131,0,1,4,62.34
112,133,0,0,4,62.33
23,76,0,1,3,62.32
13,24,0,0,5,62.32
6,129,1,1,1,62.31
1,137,0,0,5,62.29
29,118,1,2,5,62.28
46,123,0,0,3,62.27
79,117,0,0,3,62.27
10,67,1,0,4,62.26
119,126,1,0,9,62.24
8,147,0,0,5,62.16
41,57,0,2,5,62.16
76,131,0,1,2,62.16
12,118,1,0,6,62.15
41,87,0,0,5,62.14
29,141,1,0,4,62.13
128,144,1,0,4,62.13
59,112,1,0,5,62.09
16,144,0,0,6,62.08
122,143,0,0,5,62.08
38,128,1,0,3,62.02
87,123,0,0,2,62.01
15,130,0,0,3,62.0
13,72,1,1,5,61.98
1,110,1,0,2,61.97
59,131,1,2,2,61.97
90,150,0,0,3,61.93
59,100,2,2,2,61.87
55,98,0,1,7,61.86
8,51,1,0,5,61.85
1,97,0,0,4,61.84
60,149,0,0,3,61.84
91,149,0,0,5,61.83
120,128,1,0,1,61.81
11,41,0,0,6,61.81
74,131,0,0,5,61.76
1,17,0,0,5,61.74
123,124,1,0,2,61.72
13,99,1,0,2,61.71
39,100,0,0,5,61.69
94,148,1,0,7,61.64
105,142,0,0,8,61.62
115,137,2,1,5,61.61
63,129,0,0,3,61.6
99,114,0,0,3,61.59
19,129,0,0,4,61.54
86,137,0,0,7,61.53
20,106,2,0,5,61.51
75,133,0,0,3,61.5
8,141,1,0,3,61.49
72,130,0,0,6,61.49
16,149,0,0,3,61.49
32,120,0,0,2,61.47
29,142,0,1,3,61.45
48,126,0,0,3,61.42
86,128,1,1,3,61.38
126,127,1,0,2,61.37
66,87,1,0,5,61.36
43,106,0,0,7,61.36
24,32,0,0,6,61.35
56,128,1,0,3,61.33
111,141,0,1,3,61.33
106,117,1,1,3,61.32
46,134,0,1,2,61.27
82,120,0,0,2,61.24
92,114,0,0,3,61.18
10,114,0,0,4,61.17
31,149,0,0,6,61.13
19,42,0,0,7,61.13
46,71,0,0,6,61.11
73,99,0,1,6,61.1
65,82,0,1,4,61.04
106,146,4,1,5,61.03
94,121,1,1,4,61.01
2,42,0,1,3,61.0
70,145,0,0,4,60.99
2,63,0,0,4,60.99
66,134,0,0,4,60.99
125,139,0,0,6,60.92
83,130,0,0,5,60.92
13,125,0,0,3,60.88
37,75,0,4,4,60.82
127,130,1,0,3,60.73
125,138,0,0,4,60.71
124,139,0,1,5,60.64
84,131,1,0,3,60.61
20,144,0,1,4,60.6
11,114,0,0,3,60.52
112,137,0,0,6,60.47
134,148,1,2,1,60.46
76,120,0,0,2,60.46
42,87,1,0,4,60.43
1,89,1,0,8,60.39
112,123,0,0,3,60.39
83,113,2,0,4,60.38
45,136,0,1,8,60.37
82,126,0,0,2,60.35
37,149,0,0,6,60.35
39,148,0,0,7,60.35
122,140,1,0,4,60.33
144,150,0,0,2,60.32
129,148,0,0,4,60.31
24,138,0,2,4,60.3
21,120,0,0,3,60.29
72,129,0,0,5,60.28
27,129,0,0,5,60.26
44,133,0,0,4,60.25
51,121,1,2,4,60.24
50,137,0,0,8,60.22
34,47,0,2,5,60.19
34,137,0,0,7,60.17
98,131,0,0,3,60.11
3,123,1,2,1,60.08
116,127,1,0,4,60.06
24,113,0,0,4,60.05
81,121,0,3,2,60.03
113,141,0,0,3,60.02
90,128,0,0,4,60.02
35,117,0,0,4,59.99
17,123,0,0,4,59.98
100,140,0,0,5,59.97
49,137,1,0,6,59.92
60,70,0,0,4,59.91
41,126,0,0,4,59.88
104,130,0,0,7,59.87
106,134,1,1,3,59.86
65,115,0,0,6,59.85
52,77,0,0,8,59.84
4,8,1,0,3,59.82
34,136,1,0,7,59.77
47,114,0,0,3,59.77
29,137,1,0,5,59.76
112,131,0,1,2,59.74
40,124,0,0,6,59.7
98,113,0,0,3,59.7
6,96,1,0,3,59.7
28,90,2,0,3,59.69
56,125,0,0,5,59.66
30,144,0,0,5,59.64
93,142,0,1,2,59.59
52,74,1,0,6,59.57
3,149,0,0,4,59.56
80,136,0,0,7,59.55
101,135,1,0,6,59.55
37,117,0,0,4,59.5
43,81,0,0,5,59.43
20,112,0,0,3,59.4
20,100,1,1,2,59.38
98,144,1,0,4,59.37
27,123,1,0,4,59.36
61,149,0,0,3,59.31
70,124,0,1,3,59.3
95,133,0,0,2,59.27
3,131,1,0,3,59.24
41,110,0,0,6,59.21
128,130,1,1,1,59.2
95,136,0,0,7,59.13
30,53,0,0,4,59.12
8,99,0,0,4,59.09
81,117,0,0,3,59.05
42,135,1,0,6,59.03
53,75,1,0,4,59.02
10,98,0,0,5,58.99
1,13,0,0,2,58.97
93,131,0,0,2,58.97
123,129,1,0,2,58.96
34,133,0,0,5,58.94
86,123,0,1,4,58.91
16,48,0,0,5,58.86
32,98,0,1,5,58.85
10,108,1,0,4,58.84
12,56,1,1,5,58.83
125,148,0,0,5,58.8
122,139,0,0,6,58.74
42,82,0,1,3,58.74
63,123,0,0,3,58.7
63,87,0,0,4,58.69
128,142,0,0,2,58.65
6,24,0,0,5,58.63
4,148,0,0,4,58.52
96,150,0,1,2,58.48
9,126,0,0,4,58.46
52,150,0,0,2,58.45
35,99,2,0,5,58.42
63,122,0,0,5,58.4
52,98,0,0,5,58.4
72,149,1,0,5,58.39
62,136,0,1,6,58.37
28,114,0,0,3,58.37
111,121,0,0,4,58.36
28,47,1,0,4,58.34
48,150,0,0,3,58.33
12,114,0,0,2,58.31
70,76,0,0,3,58.27
87,95,0,0,4,58.27
8,116,0,0,4,58.23
29,40,0,0,7,58.22
116,129,2,0,2,58.2
61,107,0,0,6,58.14
35,67,0,0,5,58.14
4,114,0,0,3,58.13
84,106,2,1,8,58.08
84,111,0,1,3,58.06
101,126,0,0,4,58.06
47,113,2,2,1,58.05
70,126,0,0,2,58.02
1,59,0,0,5,58.02
137,149,0,0,4,57.99
136,141,1,0,5,57.96
63,120,1,0,2,57.94
43,145,0,0,4,57.93
46,95,0,2,4,57.91
43,53,0,1,2,57.9
47,63,0,0,4,57.9
30,60,0,1,4,57.9
71,128,1,1,3,57.88
17,129,0,0,3,57.86
39,127,0,0,5,57.79
58,80,2,0,4,57.75
2,130,0,0,4,57.74
100,127,0,0,2,57.69
76,123,0,0,3,57.67
48,120,0,0,3,57.66
70,90,0,0,3,57.64
4,111,0,0,4,57.64
75,136,0,0,4,57.6
56,117,0,0,3,57.55
121,149,0,0,3,57.54
12,130,1,0,3,57.5
49,99,1,0,5,57.49
43,72,1,0,4,57.48
13,130,0,0,4,57.48
19,137,0,1,4,57.45
6,84,0,0,5,57.44
127,143,0,1,4,57.44
113,128,0,0,2,57.44
46,51,0,0,7,57.43
29,119,0,3,13,57.43
93,124,0,0,2,57.42
93,104,1,0,4,57.34
123,142,2,0,2,57.32
103,150,0,0,3,57.31
52,110,0,0,5,57.28
76,113,1,0,3,57.25
61,123,0,0,2,57.25
72,134,0,1,2,57.19
130,132,1,0,4,57.18
23,93,1,0,1,57.15
51,136,0,0,7,57.14
83,112,0,0,6,57.12
36,43,0,0,4,57.11
67,101,0,1,3,57.11
23,67,0,0,2,57.1
16,130,1,0,3,57.08
122,148,0,0,5,57.08
127,146,0,0,4,57.03
13,37,0,0,7,57.02
53,86,1,0,6,56.96
67,120,0,0,3,56.95
117,118,1,1,2,56.95
77,137,0,0,7,56.93
78,117,0,0,5,56.93
28,113,0,0,5,56.92
82,124,0,0,3,56.89
61,122,0,0,4,56.87
30,95,0,0,4,56.84
29,31,1,2,6,56.84
9,136,0,0,8,56.76
47,62,0,0,6,56.73
70,149,0,0,2,56.73
101,142,0,0,5,56.73
67,103,0,2,3,56.71
8,127,0,0,3,56.65
81,126,0,0,4,56.59
124,130,1,0,2,56.55
2,112,1,0,4,56.54
